cloud/instance-type,timestamp,duration,energy
Standard_B2s,2024-10-10T12:29:00.000Z,60,0.0023549321633955793
Standard_B2s,2024-10-10T12:30:00.000Z,60,0.002337653326219512
Standard_B2s,2024-10-10T12:31:00.000Z,60,0.002630140227515244
Standard_B2s,2024-10-10T12:32:00.000Z,60,0.002227155082317073
Standard_B2s,2024-10-10T12:33:00.000Z,60,0.002511732163395579
Standard_B2s,2024-10-10T12:34:00.000Z,60,0.0021638588841463415
Standard_B2s,2024-10-10T12:35:00.000Z,60,0.0023413377968749998
Standard_B2s,2024-10-10T12:36:00.000Z,60,0.0024709416036585367
Standard_B2s,2024-10-10T12:37:00.000Z,60,0.0024333321633955795
Standard_B2s,2024-10-10T12:38:00.000Z,60,0.002511732163395579
Standard_B2s,2024-10-10T12:39:00.000Z,60,0.0023549321633955793
Standard_B2s,2024-10-10T12:40:00.000Z,60,0.002632846675209604
Standard_B2s,2024-10-10T12:41:00.000Z,60,0.002168857796875
Standard_B2s,2024-10-10T12:42:00.000Z,60,0.00217044
Standard_B2s,2024-10-10T12:43:00.000Z,60,0.0024931388841463414
Standard_B2s,2024-10-10T12:44:00.000Z,60,0.0024118106746379574
Standard_B2s,2024-10-10T12:45:00.000Z,60,0.0026313306746379573
Standard_B2s,2024-10-10T12:46:00.000Z,60,0.002325657796875
Standard_B2s,2024-10-10T12:47:00.000Z,60,0.002557173326219512
Standard_B2s,2024-10-10T12:48:00.000Z,60,0.0026485266752096035
Standard_B2s,2024-10-10T12:49:00.000Z,60,0.0022108988841463414
Standard_B2s,2024-10-10T12:50:00.000Z,60,0.0024061712367092225
Standard_B2s,2024-10-10T12:51:00.000Z,60,0.0025336616036585368
Standard_B2s,2024-10-10T12:52:00.000Z,60,0.002109804070598323
Standard_B2s,2024-10-10T12:53:00.000Z,60,0.002533606612376143
Standard_B2s,2024-10-10T12:54:00.000Z,60,0.0021082512367092228
Standard_B2s,2024-10-10T12:55:00.000Z,60,0.00232347963009718
Standard_B2s,2024-10-10T12:56:00.000Z,60,0.0020997266752096036
Standard_B2s,2024-10-10T12:57:00.000Z,60,0.002175420227515244
Standard_B2s,2024-10-10T12:58:00.000Z,60,0.0023816424994759907
Standard_B2s,2024-10-10T12:59:00.000Z,60,0.0025179816036585367
Standard_B2s,2024-10-10T13:00:00.000Z,60,0.0024147388841463417
Standard_B2s,2024-10-10T13:01:00.000Z,60,0.00238996
Standard_B2s,2024-10-10T13:02:00.000Z,60,0.0022608521633955794
Standard_B2s,2024-10-10T13:03:00.000Z,60,0.0025541224994759908
Standard_B2s,2024-10-10T13:04:00.000Z,60,0.002399635082317073
Standard_B2s,2024-10-10T13:05:00.000Z,60,0.002460366675209604
Standard_B2s,2024-10-10T13:06:00.000Z,60,0.002431733326219512
Standard_B2s,2024-10-10T13:07:00.000Z,60,0.0021678402561928355
Standard_B2s,2024-10-10T13:08:00.000Z,60,0.0023891830472560975
Standard_B2s,2024-10-10T13:09:00.000Z,60,0.0023206588841463414
Standard_B2s,2024-10-10T13:10:00.000Z,60,0.002560857796875
Standard_B2s,2024-10-10T13:11:00.000Z,60,0.00210395963009718
Standard_B2s,2024-10-10T13:12:00.000Z,60,0.0024688912367092225
Standard_B2s,2024-10-10T13:13:00.000Z,60,0.002629730551781631
Standard_B2s,2024-10-10T13:14:00.000Z,60,0.0026300677682926828
Standard_B2s,2024-10-10T13:15:00.000Z,60,0.0022619202561928353
Standard_B2s,2024-10-10T13:16:00.000Z,60,0.002112290551781631
Standard_B2s,2024-10-10T13:17:00.000Z,60,0.0025203802275152436
Standard_B2s,2024-10-10T13:18:00.000Z,60,0.002222387768292683
Standard_B2s,2024-10-10T13:19:00.000Z,60,0.0025983705517816313
Standard_B2s,2024-10-10T13:20:00.000Z,60,0.0021808533262195123
Standard_B2s,2024-10-10T13:21:00.000Z,60,0.0023891830472560975
Standard_B2s,2024-10-10T13:22:00.000Z,60,0.0025179816036585367
Standard_B2s,2024-10-10T13:23:00.000Z,60,0.0023078921633955794
Standard_B2s,2024-10-10T13:24:00.000Z,60,0.0024645996300971798
Standard_B2s,2024-10-10T13:25:00.000Z,60,0.002460042499475991
Standard_B2s,2024-10-10T13:26:00.000Z,60,0.002498137796875
Standard_B2s,2024-10-10T13:27:00.000Z,60,0.002560857796875
Standard_B2s,2024-10-10T13:28:00.000Z,60,0.0025493416036585365
Standard_B2s,2024-10-10T13:29:00.000Z,60,0.0023804506746379576
Standard_B2s,2024-10-10T13:30:00.000Z,60,0.0025842906746379574
Standard_B2s,2024-10-10T13:31:00.000Z,60,0.002372697796875
Standard_B2s,2024-10-10T13:32:00.000Z,60,0.00207259963009718
Standard_B2s,2024-10-10T13:33:00.000Z,60,0.0020697788841463416
Standard_B2s,2024-10-10T13:34:00.000Z,60,0.002394940227515244
Standard_B2s,2024-10-10T13:35:00.000Z,60,0.0021338133262195124
Standard_B2s,2024-10-10T13:36:00.000Z,60,0.002337653326219512
Standard_B2s,2024-10-10T13:37:00.000Z,60,0.0021440602275152438
Standard_B2s,2024-10-10T13:38:00.000Z,60,0.0025650216036585366
Standard_B2s,2024-10-10T13:39:00.000Z,60,0.0024415705517816313
Standard_B2s,2024-10-10T13:40:00.000Z,60,0.0023976466752096037
Standard_B2s,2024-10-10T13:41:00.000Z,60,0.00266843963009718
Standard_B2s,2024-10-10T13:42:00.000Z,60,0.002333410674637957
Standard_B2s,2024-10-10T13:43:00.000Z,60,0.0021487550823170733
Standard_B2s,2024-10-10T13:44:00.000Z,60,0.0021102466123761434
Standard_B2s,2024-10-10T13:45:00.000Z,60,0.0022043266123761432
Standard_B2s,2024-10-10T13:46:00.000Z,60,0.0022802
Standard_B2s,2024-10-10T13:47:00.000Z,60,0.0024081666123761435
Standard_B2s,2024-10-10T13:48:00.000Z,60,0.002262937796875
Standard_B2s,2024-10-10T13:49:00.000Z,60,0.0022114750823170734
Standard_B2s,2024-10-10T13:50:00.000Z,60,0.0025872188841463413
Standard_B2s,2024-10-10T13:51:00.000Z,60,0.0022538202275152438
Standard_B2s,2024-10-10T13:52:00.000Z,60,0.0024688912367092225
Standard_B2s,2024-10-10T13:53:00.000Z,60,0.00219803963009718
Standard_B2s,2024-10-10T13:54:00.000Z,60,0.002333410674637957
Standard_B2s,2024-10-10T13:55:00.000Z,60,0.0023520188841463416
Standard_B2s,2024-10-10T13:56:00.000Z,60,0.002558772163395579
Standard_B2s,2024-10-10T13:57:00.000Z,60,0.002300860227515244
Standard_B2s,2024-10-10T13:58:00.000Z,60,0.0026400630472560977
Standard_B2s,2024-10-10T13:59:00.000Z,60,0.002117395082317073
Standard_B2s,2024-10-10T14:00:00.000Z,60,0.002399635082317073
Standard_B2s,2024-10-10T14:01:00.000Z,60,0.002062764070598323
Standard_B2s,2024-10-10T14:02:00.000Z,60,0.0022010230472560978
Standard_B2s,2024-10-10T14:03:00.000Z,60,0.002213812163395579
Standard_B2s,2024-10-10T14:04:00.000Z,60,0.0022220505517816314
Standard_B2s,2024-10-10T14:05:00.000Z,60,0.00254299963009718
Standard_B2s,2024-10-10T14:06:00.000Z,60,0.0025872188841463413
Standard_B2s,2024-10-10T14:07:00.000Z,60,0.00213908
Standard_B2s,2024-10-10T14:08:00.000Z,60,0.002293280256192835
Standard_B2s,2024-10-10T14:09:00.000Z,60,0.002466777796875
Standard_B2s,2024-10-10T14:10:00.000Z,60,0.0026371721633955793
Standard_B2s,2024-10-10T14:11:00.000Z,60,0.0026225602561928355
Standard_B2s,2024-10-10T14:12:00.000Z,60,0.0024645996300971798
Standard_B2s,2024-10-10T14:13:00.000Z,60,0.002130762499475991
Standard_B2s,2024-10-10T14:14:00.000Z,60,0.002363580227515244
Standard_B2s,2024-10-10T14:15:00.000Z,60,0.0025441602561928353
Standard_B2s,2024-10-10T14:16:00.000Z,60,0.0020946216036585364
Standard_B2s,2024-10-10T14:17:00.000Z,60,0.0022565266752096035
Standard_B2s,2024-10-10T14:18:00.000Z,60,0.0025101333262195122
Standard_B2s,2024-10-10T14:19:00.000Z,60,0.0023212350823170733
Standard_B2s,2024-10-10T14:20:00.000Z,60,0.0021638588841463415
Standard_B2s,2024-10-10T14:21:00.000Z,60,0.0021487550823170733
Standard_B2s,2024-10-10T14:22:00.000Z,60,0.002410547768292683
Standard_B2s,2024-10-10T14:23:00.000Z,60,0.00244891963009718
Standard_B2s,2024-10-10T14:24:00.000Z,60,0.0026156506746379572
Standard_B2s,2024-10-10T14:25:00.000Z,60,0.002280731236709223
Standard_B2s,2024-10-10T14:26:00.000Z,60,0.002475722499475991
Standard_B2s,2024-10-10T14:27:00.000Z,60,0.0020994024994759907
Standard_B2s,2024-10-10T14:28:00.000Z,60,0.002529497796875
Standard_B2s,2024-10-10T14:29:00.000Z,60,0.0025930230472560973
Standard_B2s,2024-10-10T14:30:00.000Z,60,0.0024774588841463413
Standard_B2s,2024-10-10T14:31:00.000Z,60,0.0023049788841463413
Standard_B2s,2024-10-10T14:32:00.000Z,60,0.0020470840705983234
Standard_B2s,2024-10-10T14:33:00.000Z,60,0.00227643963009718
Standard_B2s,2024-10-10T14:34:00.000Z,60,0.002156844070598323
Standard_B2s,2024-10-10T14:35:00.000Z,60,0.0022167030472560975
Standard_B2s,2024-10-10T14:36:00.000Z,60,0.002426227768292683
Standard_B2s,2024-10-10T14:37:00.000Z,60,0.0025230866752096034
Standard_B2s,2024-10-10T14:38:00.000Z,60,0.0021766106746379573
Standard_B2s,2024-10-10T14:39:00.000Z,60,0.002206707768292683
Standard_B2s,2024-10-10T14:40:00.000Z,60,0.0026590466123761433
Standard_B2s,2024-10-10T14:41:00.000Z,60,0.0025872188841463413
Standard_B2s,2024-10-10T14:42:00.000Z,60,0.002520307768292683
Standard_B2s,2024-10-10T14:43:00.000Z,60,0.0022108988841463414
Standard_B2s,2024-10-10T14:44:00.000Z,60,0.002460042499475991
Standard_B2s,2024-10-10T14:45:00.000Z,60,0.0024917266752096036
Standard_B2s,2024-10-10T14:46:00.000Z,60,0.002519970551781631
Standard_B2s,2024-10-10T14:47:00.000Z,60,0.0026747816036585366
Standard_B2s,2024-10-10T14:48:00.000Z,60,0.0023349266752096037
Standard_B2s,2024-10-10T14:49:00.000Z,60,0.0020854588841463413
Standard_B2s,2024-10-10T14:50:00.000Z,60,0.0021487550823170733
Standard_B2s,2024-10-10T14:51:00.000Z,60,0.002473267768292683
Standard_B2s,2024-10-10T14:52:00.000Z,60,0.002423901603658537
Standard_B2s,2024-10-10T14:53:00.000Z,60,0.0022043266123761432
Standard_B2s,2024-10-10T14:54:00.000Z,60,0.002435417796875
Standard_B2s,2024-10-10T14:55:00.000Z,60,0.0024213200000000002
Standard_B2s,2024-10-10T14:56:00.000Z,60,0.0023990588841463416
Standard_B2s,2024-10-10T14:57:00.000Z,60,0.0021181333262195122
Standard_B2s,2024-10-10T14:58:00.000Z,60,0.002051170674637957
Standard_B2s,2024-10-10T14:59:00.000Z,60,0.0024780350823170733
Standard_B2s,2024-10-10T15:00:00.000Z,60,0.002513817796875
Standard_B2s,2024-10-10T15:01:00.000Z,60,0.002213812163395579
Standard_B2s,2024-10-10T15:02:00.000Z,60,0.0025401788841463414
Standard_B2s,2024-10-10T15:03:00.000Z,60,0.002130762499475991
Standard_B2s,2024-10-10T15:04:00.000Z,60,0.00238619963009718
Standard_B2s,2024-10-10T15:05:00.000Z,60,0.002557173326219512
Standard_B2s,2024-10-10T15:06:00.000Z,60,0.00248404
Standard_B2s,2024-10-10T15:07:00.000Z,60,0.0023277712367092227
Standard_B2s,2024-10-10T15:08:00.000Z,60,0.0026371721633955793
Standard_B2s,2024-10-10T15:09:00.000Z,60,0.00263707963009718
Standard_B2s,2024-10-10T15:10:00.000Z,60,0.00243323963009718
Standard_B2s,2024-10-10T15:11:00.000Z,60,0.002548844070598323
Standard_B2s,2024-10-10T15:12:00.000Z,60,0.0025629712367092224
Standard_B2s,2024-10-10T15:13:00.000Z,60,0.0021138906746379573
Standard_B2s,2024-10-10T15:14:00.000Z,60,0.0021259816036585367
Standard_B2s,2024-10-10T15:15:00.000Z,60,0.0024309950823170733
Standard_B2s,2024-10-10T15:16:00.000Z,60,0.00246836
Standard_B2s,2024-10-10T15:17:00.000Z,60,0.00226075963009718
Standard_B2s,2024-10-10T15:18:00.000Z,60,0.0025274121633955793
Standard_B2s,2024-10-10T15:19:00.000Z,60,0.002240522499475991
Standard_B2s,2024-10-10T15:20:00.000Z,60,0.0022451721633955793
Standard_B2s,2024-10-10T15:21:00.000Z,60,0.002112700227515244
Standard_B2s,2024-10-10T15:22:00.000Z,60,0.002630140227515244
Standard_B2s,2024-10-10T15:23:00.000Z,60,0.0023768616036585364
Standard_B2s,2024-10-10T15:24:00.000Z,60,0.0026458202275152437
Standard_B2s,2024-10-10T15:25:00.000Z,60,0.0025274121633955793
Standard_B2s,2024-10-10T15:26:00.000Z,60,0.0021624466752096037
Standard_B2s,2024-10-10T15:27:00.000Z,60,0.0026120066123761433
Standard_B2s,2024-10-10T15:28:00.000Z,60,0.002511732163395579
Standard_B2s,2024-10-10T15:29:00.000Z,60,0.0024395816036585365
Standard_B2s,2024-10-10T15:30:00.000Z,60,0.00238619963009718
Standard_B2s,2024-10-10T15:31:00.000Z,60,0.0020854588841463413
Standard_B2s,2024-10-10T15:32:00.000Z,60,0.0025877950823170732
Standard_B2s,2024-10-10T15:33:00.000Z,60,0.002663882499475991
Standard_B2s,2024-10-10T15:34:00.000Z,60,0.0025558588841463415
Standard_B2s,2024-10-10T15:35:00.000Z,60,0.002235244070598323
Standard_B2s,2024-10-10T15:36:00.000Z,60,0.0025360602275152438
Standard_B2s,2024-10-10T15:37:00.000Z,60,0.002215897796875
Standard_B2s,2024-10-10T15:38:00.000Z,60,0.0025023016036585365
Standard_B2s,2024-10-10T15:39:00.000Z,60,0.0022315777968750002
Standard_B2s,2024-10-10T15:40:00.000Z,60,0.002548844070598323
Standard_B2s,2024-10-10T15:41:00.000Z,60,0.002184537796875
Standard_B2s,2024-10-10T15:42:00.000Z,60,0.00256244
Standard_B2s,2024-10-10T15:43:00.000Z,60,0.0023177306746379575
Standard_B2s,2024-10-10T15:44:00.000Z,60,0.0021824521633955793
Standard_B2s,2024-10-10T15:45:00.000Z,60,0.00253108
Standard_B2s,2024-10-10T15:46:00.000Z,60,0.0023454466123761434
Standard_B2s,2024-10-10T15:47:00.000Z,60,0.002329324070598323
Standard_B2s,2024-10-10T15:48:00.000Z,60,0.00237051963009718
Standard_B2s,2024-10-10T15:49:00.000Z,60,0.0026610905517816313
Standard_B2s,2024-10-10T15:50:00.000Z,60,0.0024617788841463416
Standard_B2s,2024-10-10T15:51:00.000Z,60,0.00238619963009718
Standard_B2s,2024-10-10T15:52:00.000Z,60,0.002661500227515244
Standard_B2s,2024-10-10T15:53:00.000Z,60,0.0023298216036585365
Standard_B2s,2024-10-10T15:54:00.000Z,60,0.002314086612376143
Standard_B2s,2024-10-10T15:55:00.000Z,60,0.0021981321633955794
Standard_B2s,2024-10-10T15:56:00.000Z,60,0.0023924866123761434
Standard_B2s,2024-10-10T15:57:00.000Z,60,0.0024309950823170733
Standard_B2s,2024-10-10T15:58:00.000Z,60,0.002280731236709223
Standard_B2s,2024-10-10T15:59:00.000Z,60,0.0022794230472560975
Standard_B2s,2024-10-10T16:00:00.000Z,60,0.002449012163395579
Standard_B2s,2024-10-10T16:01:00.000Z,60,0.0021709712367092224
Standard_B2s,2024-10-10T16:02:00.000Z,60,0.0021197321633955792
Standard_B2s,2024-10-10T16:03:00.000Z,60,0.0023676988841463418
Standard_B2s,2024-10-10T16:04:00.000Z,60,0.0025230866752096034
Standard_B2s,2024-10-10T16:05:00.000Z,60,0.002498137796875
Standard_B2s,2024-10-10T16:06:00.000Z,60,0.0021621224994759908
Standard_B2s,2024-10-10T16:07:00.000Z,60,0.0025650216036585366
Standard_B2s,2024-10-10T16:08:00.000Z,60,0.00232347963009718
Standard_B2s,2024-10-10T16:09:00.000Z,60,0.0023748112367092226
Standard_B2s,2024-10-10T16:10:00.000Z,60,0.0022550106746379575
Standard_B2s,2024-10-10T16:11:00.000Z,60,0.0023676988841463418
Standard_B2s,2024-10-10T16:12:00.000Z,60,0.0023533333262195123
Standard_B2s,2024-10-10T16:13:00.000Z,60,0.002219564070598323
Standard_B2s,2024-10-10T16:14:00.000Z,60,0.0023161305517816312
Standard_B2s,2024-10-10T16:15:00.000Z,60,0.0021154066752096037
Standard_B2s,2024-10-10T16:16:00.000Z,60,0.002512800256192835
Standard_B2s,2024-10-10T16:17:00.000Z,60,0.0021696630472560975
Standard_B2s,2024-10-10T16:18:00.000Z,60,0.0020840466752096035
Standard_B2s,2024-10-10T16:19:00.000Z,60,0.0020789416036585367
Standard_B2s,2024-10-10T16:20:00.000Z,60,0.00243323963009718
Standard_B2s,2024-10-10T16:21:00.000Z,60,0.002109804070598323
Standard_B2s,2024-10-10T16:22:00.000Z,60,0.002472930551781631
